cell_id,iso3,country,year,variable,value,source_id,source_url,snapshot_source_url,retrieval_status,evidence_type,quality_code,local_path,evidence_href,downloadable_local,evidence_label,evidence_note
ITA:2013:foreign_nationals_pct_pop,ITA,Italy,2013,foreign_nationals_pct_pop,0.07644453150341046,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2013:irregular_proxy_detections,ITA,Italy,2013,irregular_proxy_detections,23945,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:year,ITA,Italy,2014,year,2014,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
ITA:2014:population,ITA,Italy,2014,population,60320707,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:foreign_born,ITA,Italy,2014,foreign_born,5355018,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:foreign_born_pct_pop,ITA,Italy,2014,foreign_born_pct_pop,0.08877578308225068,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:foreign_nationals,ITA,Italy,2014,foreign_nationals,4787166,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:foreign_nationals_pct_pop,ITA,Italy,2014,foreign_nationals_pct_pop,0.07936190137824478,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:irregular_stock,ITA,Italy,2014,irregular_stock,400000,S0160,https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,retrieved,local_snapshot,A,sources/S0160_pewresearch-org_europes-unauthorized-immigrant-population-peaks-in-2016-then_d57b419efda0.html,sources/S0160_pewresearch-org_europes-unauthorized-immigrant-population-peaks-in-2016-then_d57b419efda0.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2014:irregular_proxy_detections,ITA,Italy,2014,irregular_proxy_detections,25300,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:year,ITA,Italy,2015,year,2015,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
ITA:2015:population,ITA,Italy,2015,population,60229605,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:foreign_born,ITA,Italy,2015,foreign_born,5383252,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:foreign_born_pct_pop,ITA,Italy,2015,foreign_born_pct_pop,0.08937883620521835,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:foreign_nationals,ITA,Italy,2015,foreign_nationals,4835245,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:foreign_nationals_pct_pop,ITA,Italy,2015,foreign_nationals_pct_pop,0.08028020439450001,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:irregular_stock,ITA,Italy,2015,irregular_stock,404000,S0130,https://www.antoniocasella.eu/nume/Ismu_1dic2016.pdf,https://www.antoniocasella.eu/nume/Ismu_1dic2016.pdf,retrieved,local_snapshot,A,sources/S0130_antoniocasella-eu_ismu-1dic2016-pdf_e82b271125ad.pdf,sources/S0130_antoniocasella-eu_ismu-1dic2016-pdf_e82b271125ad.pdf,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2015:irregular_proxy_detections,ITA,Italy,2015,irregular_proxy_detections,27305,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:year,ITA,Italy,2016,year,2016,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
ITA:2016:population,ITA,Italy,2016,population,60115223,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:foreign_born,ITA,Italy,2016,foreign_born,5656510,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:foreign_born_pct_pop,ITA,Italy,2016,foreign_born_pct_pop,0.09409446921622498,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:foreign_nationals,ITA,Italy,2016,foreign_nationals,4831042,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:foreign_nationals_pct_pop,ITA,Italy,2016,foreign_nationals_pct_pop,0.08036303882628865,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:irregular_stock,ITA,Italy,2016,irregular_stock,435000,S0130,https://www.antoniocasella.eu/nume/Ismu_1dic2016.pdf,https://www.antoniocasella.eu/nume/Ismu_1dic2016.pdf,retrieved,local_snapshot,A,sources/S0130_antoniocasella-eu_ismu-1dic2016-pdf_e82b271125ad.pdf,sources/S0130_antoniocasella-eu_ismu-1dic2016-pdf_e82b271125ad.pdf,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2016:irregular_proxy_detections,ITA,Italy,2016,irregular_proxy_detections,32365,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:year,ITA,Italy,2017,year,2017,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
ITA:2017:population,ITA,Italy,2017,population,60002252,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:foreign_born,ITA,Italy,2017,foreign_born,5770263,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:foreign_born_pct_pop,ITA,Italy,2017,foreign_born_pct_pop,0.09616744051539933,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:foreign_nationals,ITA,Italy,2017,foreign_nationals,4818633,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:foreign_nationals_pct_pop,ITA,Italy,2017,foreign_nationals_pct_pop,0.08030753579048999,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:irregular_stock,ITA,Italy,2017,irregular_stock,491000,S0155,https://www.neodemos.info/2018/07/27/irregolari-sanatorie-e-rimpatri/,https://www.neodemos.info/2018/07/27/irregolari-sanatorie-e-rimpatri/,retrieved,local_snapshot,A,sources/S0155_neodemos-info_irregolari-sanatorie-e-rimpatri_f0d9c273a11e.html,sources/S0155_neodemos-info_irregolari-sanatorie-e-rimpatri_f0d9c273a11e.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2017:irregular_proxy_detections,ITA,Italy,2017,irregular_proxy_detections,36230,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:year,ITA,Italy,2018,year,2018,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
ITA:2018:population,ITA,Italy,2018,population,59877221,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:foreign_born,ITA,Italy,2018,foreign_born,5888837,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:foreign_born_pct_pop,ITA,Italy,2018,foreign_born_pct_pop,0.09834853558083466,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:foreign_nationals,ITA,Italy,2018,foreign_nationals,4883451,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:foreign_nationals_pct_pop,ITA,Italy,2018,foreign_nationals_pct_pop,0.08155774296873264,S0061,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:irregular_stock,ITA,Italy,2018,irregular_stock,533000,S0171,https://www.vita.it/rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irregolari/,https://www.vita.it/rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irregolari/,retrieved,local_snapshot,A,sources/S0171_vita-it_rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irr_e4b2bfdc1fe0.html,sources/S0171_vita-it_rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irr_e4b2bfdc1fe0.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2018:irregular_proxy_detections,ITA,Italy,2018,irregular_proxy_detections,26780,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2019:year,ITA,Italy,2019,year,2019,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
ITA:2019:population,ITA,Italy,2019,population,59729081,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
ITA:2019:foreign_born,ITA,Italy,2019,foreign_born,6069000,S0084,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
