Scope,Country,ISO3,Topic / variable(s),Years,Source name,Source URL,Local path,Status,HTTP,Bytes,Verification / notes
Country,Japan,JPN,irregular_proxy_overstayers,2018;2019;2020;2021;2022,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,sources\007_001344904.pdf_666eefa3e5,downloaded,200,129563,"retrieved_reference_file_or_page As of 1 Jan 2018 (平成30年1月1日現在（2018年）- the source PDF prints the Western year itself). Read from 第1表 of the press release dated 29 Mar 2022 (本邦における不法残留者数について（令和4年1月1日現在）). Corroborated by an independent PDF, 第1表 of the 2021 release (https://www.moj.go.jp/isa/content/001344148.pdf), which gives the same 66,498; also 男 37,052 + 女 29,446 = 66,498 and nationality rows sum to 66,498. As of 1 Jan 2019 (平成31年1月1日現在（2019年）- the source PDF prints the Western year itself). Read from 第1表 of the press release dated 29 Mar 2022. Corroborated by an independent PDF, 第1表 of the 2021 release (https://www.moj.go.jp/isa/content/001344148.pdf), same 74,167; also 男 42,632 + 女 31,535 = 74,167 and nationality rows sum to 74,167. As of 1 Jan 2020 (令和2年1月1日現在（2020年）). RE-CONFIRMATION of a value already in the dataset. 第1表 of the 29 Mar 2022 release; identical figure in the 31 Mar 2021 release PDF. As of 1 Jan 2021 (令和3年1月1日現在（2021年）). RE-CONFIRMATION of a value already in the dataset. 第1表 of the 29 Mar 2022 release; identical figure in the 31 Mar 2021 release PDF, whose text also states a decrease of 24 persons (-0.03%) vs 1 Jan 2020, consistent with 82,892 - 24 = 82,868. As of 1 Jan 2022 (令和4年1月1日現在（2022年）). RE-CONFIRMATION of a value already in the dataset. 第1表 of the 29 Mar 2022 release; the release text states a decrease of 16,109 (-19.4%) vs 1 Jan 2021, consistent with 82,868 - 16,109 = 66,759."
Country,Japan,JPN,irregular_proxy_overstayers,2014,"Ministry of Justice Immigration Bureau, Honpo ni okeru fuho zanryusha su ni tsuite (Heisei 26-nen 1-gatsu 1-nichi genzai), mirrored by Nisshinkyo",https://www.nisshinkyo.org/news/pdf/G-26-2.pdf,,failed,404,0,"not_retrieved overstayers (不法残留者) as of 1 January 2014. Source sentence read verbatim: '平成26年1月1日現在の本邦における不法残留者数は，5万9，061人'. CAVEAT: the PDF itself returned 404 to the fetcher, so the figure was read from the indexed document text; independently corroborated as the labelled series minimum (59,061) in the ISA chart 【第１図】不法残留者数の推移, https://www.moj.go.jp/isa/content/001415150.pdf Download error: 遠端伺服器傳回一個錯誤: (404) 找不到。"
Country,Japan,JPN,irregular_proxy_overstayers,2020;2021,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00013.html,sources\009_13_00013.html_aef83d80e1,downloaded,200,24162,"retrieved_reference_file_or_page Reference date 1 January 2020. Administrative register count of persons remaining beyond authorised period of stay (不法残留者). Prior-year comparison figure in the 1 January 2021 release. Reference date 1 January 2021. Administrative register count of overstayers (不法残留者). Of whom 49,496 male and 33,372 female."
Country,Japan,JPN,irregular_proxy_overstayers,2022,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00003.html,sources\010_13_00003.html_fef904433d,downloaded,200,32698,retrieved_reference_file_or_page Reference date 1 January 2022. Administrative register count of overstayers (不法残留者); down 19.4% on 1 January 2021. Cross-checked against ISA table 001403958.pdf.
Country,Korea (South),KOR,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Korea (South),KOR,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/KOR/indicator/SM.POP.TOTL?format=json&date=2010:2022,sources\002_SM.POP.TOTL_17c5943856,downloaded,200,2868,"retrieved_api_or_data UN DESA International Migrant Stock, mid-year estimate. UN DESA publishes only 1990/1995/2000/2005/2010/2015/2020 - this is a 5-year-interval estimate, NOT an annual national figure. Korea does not publish an annual foreign-born stock; OECD IMD has no foreign-born series for Korea."
Country,Korea (South),KOR,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/KOR.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",sources\003_KOR.W.A.B15._T._Z._Z.PS_e420ceaf65,downloaded,200,7218,retrieved_api_or_data Foreign residents in Korea (Ministry of Justice / Korea Immigration Service) as compiled by OECD IMD. Reference date 31 December.
Country,Korea (South),KOR,irregular_proxy_overstayers,2010;2011;2012;2013;2014;2015,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,,failed,,0,"not_retrieved illegal residents (불법체류자), calendar-year figure as tabulated in the MOJ Korea Immigration Service statistical yearbook (통계연보); the yearbook series is compiled as of 31 December. Predominantly visa overstayers. Source line: '출처: 법무부 출입국·외국인 정책본부, 통계연보 자료'. Korean government portals (data.go.kr, index.go.kr, kosis) block the fetcher, so this secondary academic tabulation of the MOJ series was used. illegal residents (불법체류자) as of 31 AUGUST 2015, NOT year-end - the source column is labelled '2015. 8. 기준' and the table footer reads '2015. 8. 31. 기준'. Not strictly comparable with the 31 December figures for other years; use with care or drop. Download error: 無法連接至遠端伺服器"
Country,Korea (South),KOR,irregular_proxy_overstayers,2018;2020;2021;2022,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,sources\005_articleView.html_cf142d721b,downloaded,200,174743,"retrieved_reference_file_or_page Reference date 31 December 2018. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt). Reference date 31 December 2020. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt). Reference date 31 December 2021. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt). Value ends in '00' and may have been rounded by the secondary source. Reference date 31 December 2022. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt)."
Country,Lithuania,LTU,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Lithuania,LTU,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_310a4c3ec9,downloaded,200,3186,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Lithuania,LTU,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_abf2821fb1,downloaded,200,3191,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless) stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing)
Country,Lithuania,LTU,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8630,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Mexico,MEX,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Mexico,MEX,foreign_born,2010;2011;2012;2013;2014;2015;2018;2020,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/MEX.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",sources\002_MEX.W.A.B14._T._Z._Z.PS_d65be57545,downloaded,200,6361,"retrieved_api_or_data Population born abroad; OECD IMD series sourced from INEGI. 2010 value (961121) corresponds to the Censo de Población y Vivienda 2010. Years 2016, 2017, 2019, 2021 and 2022 are not published."
Country,Mexico,MEX,foreign_nationals,2010;2011;2012;2013;2015;2016;2017;2018;2019;2020;2021;2022,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/MEX.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",sources\003_MEX.W.A.B15._T._Z._Z.PS_81d3d8436a,downloaded,200,7205,retrieved_api_or_data Foreign nationals resident in Mexico; OECD IMD series sourced from INEGI (Census/ENADID/ENOE). Reference date varies by source year.
Country,Mexico,MEX,irregular_proxy_detections,2017;2018;2019;2020;2021;2022,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,,failed,403,0,"not_retrieved ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' presented to the Mexican migration authority during calendar year 2017. One person may be recorded multiple times. Largely transit migrants heading to the United States. Administrative count. ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' presented to the Mexican migration authority during calendar year 2018. One person may be recorded multiple times. Largely transit migrants. Administrative count. ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2019. Largely transit migrants. Administrative count. Independently corroborated at 182,940 in Papeles de Poblacion 29(118), SciELO Mexico, citing UPM. ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2020 (COVID-19 year). Largely transit migrants. Administrative count. Independently corroborated at 82,379 in Papeles de Poblacion 29(118), SciELO Mexico. ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2021. Largely transit migrants. Administrative count. Independently corroborated at 309,692 in Papeles de Poblacion 29(118), SciELO Mexico, and in the IOM Mexico Q2-2023 bulletin. ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2022. Largely transit migrants. Administrative count. Vintage caveat: a later UPM vintage cited in Papeles de Poblacion 29(118) gives 444,439 for 2022; the value here is the IOM/UPMRIP bulletin figure used consistently across 2017-2022. Download error: 遠端伺服器傳回一個錯誤: (403) 禁止。"
Country,Netherlands,NLD,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Netherlands,NLD,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_6364fb00ad,downloaded,200,3201,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Netherlands,NLD,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_5e11cbd092,downloaded,200,3210,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Netherlands,NLD,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Netherlands,NLD,irregular_stock,2017,"Van der Heijden, Cruyff, Van Gils (WODC), Schattingen onrechtmatig in Nederland verblijvende vreemdelingen 2017-2018",https://www.wodc.nl/actueel/nieuws/2020/12/16/nieuwe-schatting-voor-de-periode-medio-2017---medio-2018,sources\005_nieuwe-schatting-voor-de-periode-medio-2017---medio-2018.html_7cb6cf6a76,downloaded,200,208065,"retrieved_reference_file_or_page Capture-recapture; this round used Dual Systems Estimation alongside the truncated Poisson model. Published range approximately 23000-58000 for mid-2017 to mid-2018; value is the midpoint of that range, no point estimate was published. Not strictly comparable with the later 2018-2023 series."
Country,Netherlands,NLD,irregular_stock,2018;2019;2020;2021;2022,"Van der Heijden, Cruyff, Lugtig, Engbersen, Van Gils (WODC/Utrecht University/Erasmus University Rotterdam), Schattingen onrechtmatig in Nederland verblijvende vreemdelingen medio 2018-2019 tot medio 2022-2023",https://www.wodc.nl/actueel/nieuws/2026/03/31/nieuwe-schattingen-beschikbaar-over-het-aantal-vreemdelingen-zonder-verblijfsvergunning,sources\006_nieuwe-schattingen-beschikbaar-over-het-aantal-vreemdelingen-zonder-verblijfsver.html_5e941faea4,downloaded,200,233609,"retrieved_reference_file_or_page Capture-recapture (truncated Poisson regression) on police apprehension/detention records; reference period is mid-2018 to mid-2019, coded to the starting year. Point estimate with 95% CI 21056-48848. Overlapping CIs mean the 2018-2023 changes are not statistically significant. Capture-recapture (truncated Poisson regression) on police apprehension/detention records; reference period is mid-2019 to mid-2020, coded to the starting year. Point estimate with 95% CI 18511-29737. Overlapping CIs mean the 2018-2023 changes are not statistically significant. Capture-recapture (truncated Poisson regression) on police apprehension/detention records; reference period is mid-2020 to mid-2021, coded to the starting year. Point estimate with 95% CI 19202-29364. Overlapping CIs mean the 2018-2023 changes are not statistically significant. Capture-recapture (truncated Poisson regression) on police apprehension/detention records; reference period is mid-2021 to mid-2022, coded to the starting year. Point estimate with 95% CI 15923-24471. Overlapping CIs mean the 2018-2023 changes are not statistically significant. Capture-recapture (truncated Poisson regression) on police apprehension/detention records; reference period is mid-2022 to mid-2023, coded to the starting year. Point estimate with 95% CI 16955-23175. Overlapping CIs mean the 2018-2023 changes are not statistically significant."
Country,New Zealand,NZL,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,New Zealand,NZL,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=2010:2022,sources\002_SM.POP.TOTL_132b93374a,downloaded,200,2868,"retrieved_api_or_data UN DESA International Migrant Stock, mid-year estimate. UN DESA publishes only 1990/1995/2000/2005/2010/2015/2020 - 5-year-interval estimate, NOT an annual national figure. Stats NZ publishes overseas-born counts only in census years (2013, 2018, 2023)."
Country,New Zealand,NZL,irregular_proxy_overstayers,2010;2011;2012;2013;2014;2016,"Immigration New Zealand (MBIE), 'OVERSTAYERS' factsheet, October 2018, released under the Official Information Act and published on FYI.org.nz",https://fyi.org.nz/request/29926/response/118942/attach/4/Appendix%20A%20Immigration%20New%20Zealand%20Overstayers%20Factsheet%202017.pdf,sources\003_Appendix_20A_20Immigration_20New_20Zealand_20Overstayers_20Factsheet_202017.pdf_29813ceb69,downloaded,200,825149,"retrieved_reference_file_or_page estimated overstayer population (people unlawfully in New Zealand), reference date October 2010. Register-derived estimate from the INZ overstayer estimate series; INZ notes the methodology was revised for the December 2017 estimate, so figures up to October 2014 / January 2016 are on the older basis. The same table also reports 15,760 for April 2010; the later 2010 estimate is used here. estimated overstayer population (people unlawfully in New Zealand), reference date May 2011. Register-derived estimate from the INZ overstayer estimate series; INZ notes the methodology was revised for the December 2017 estimate, so figures up to October 2014 / January 2016 are on the older basis. estimated overstayer population (people unlawfully in New Zealand), reference date August 2012. Register-derived estimate from the INZ overstayer estimate series; INZ notes the methodology was revised for the December 2017 estimate, so figures up to October 2014 / January 2016 are on the older basis. estimated overstayer population (people unlawfully in New Zealand), reference date September 2013. Register-derived estimate from the INZ overstayer estimate series; INZ notes the methodology was revised for the December 2017 estimate, so figures up to October 2014 / January 2016 are on the older basis. estimated overstayer population (people unlawfully in New Zealand), reference date October 2014. Register-derived estimate from the INZ overstayer estimate series; INZ notes the methodology was revised for the December 2017 estimate, so figures up to October 2014 / January 2016 are on the older basis. estimated overstayer population (people unlawfully in New Zealand), reference date December 2016. Register-derived estimate from the INZ overstayer estimate series; INZ notes the methodology was revised for the December 2017 estimate, so figures up to October 2014 / January 2016 are on the older basis. The same table also reports 10,848 for January 2016; the December 2016 estimate is used here."
Country,New Zealand,NZL,foreign_born,2013;2018,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/NZL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",sources\004_NZL.W.A.B14._T._Z._Z.PS_b8b1d00b50,downloaded,200,5926,"retrieved_api_or_data Overseas-born usually resident population from the New Zealand Census of Population and Dwellings (census years only), as compiled by OECD IMD."
Country,New Zealand,NZL,irregular_proxy_overstayers,2017,"Immigration New Zealand, New estimate of people who have overstayed their visa (5 September 2025)",https://immigration.govt.nz/assets/inz/documents/visa-paks/5-September-2025-New-estimate-of-people-who-have-overstayed-their-visa.pdf,sources\005_5-September-2025-New-estimate-of-people-who-have-overstayed-their-visa.pdf_31202a73e5,downloaded,200,267350,"retrieved_reference_file_or_page Reference year 2017. Register-derived estimate of the overstayer population, published as 'approximately 14,000'; INZ states it is not directly comparable with its later (2025) estimate because the methodology changed."
Country,Norway,NOR,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Norway,NOR,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_e8016197a1,downloaded,200,3183,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Norway,NOR,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_3ce610ddba,downloaded,200,3201,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Norway,NOR,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Philippines,PHL,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Philippines,PHL,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,sources\002_SM.POP.TOTL_16f81ab86b,downloaded,200,19399,"retrieved_api_or_data UN estimate (not annual); mid-year benchmark year only; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08"
Country,Philippines,PHL,foreign_nationals,2010,National Statistics Office (Philippines) - 2010 Census of Population and Housing (reported by SunStar),https://www.sunstar.com.ph/bacolod/nearly-200000-foreigners-living-in-philippines-census,sources\003_nearly-200000-foreigners-living-in-philippines-census.html_813f3e2556,downloaded,200,763359,"retrieved_reference_file_or_page Census count, reference date 1 May 2010; foreign citizens in the household population; top nationalities USA 29959, China 28750, Japan 11583, India 8963; figure reported from an NSO news release, the original PSA/NSO web page was not reachable"
Country,Philippines,PHL,foreign_nationals,2020,Philippine Statistics Authority - Foreign Citizens in the Country (2020 Census of Population and Housing),https://psa.gov.ph/content/foreign-citizens-country-2020-census-population-and-housing,,failed,403,0,"not_retrieved Census count, reference date 1 May 2020; foreign citizens in the household population of 108667043 (0.1 per cent); top nationalities China 22494, India 18959, USA 6306; the Philippines is primarily a sending country Download error: 遠端伺服器傳回一個錯誤: (403) 禁止。"
Country,Poland,POL,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Poland,POL,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_565da5d9dd,downloaded,200,3341,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Poland,POL,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_c87fc182c5,downloaded,200,3366,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Poland,POL,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8628,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Portugal,PRT,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
