country,iso3,year,variable,value,value_pct_pop,estimate_rank_in_cell,source_name,source_url,notes
Italy,ITA,2017,irregular_stock,491000,0.0081830261970834,PANEL PRIMARY,"Fondazione ISMU estimate, reported in Neodemos",https://www.neodemos.info/2018/07/27/irregolari-sanatorie-e-rimpatri/,"ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Italy,ITA,2017,irregular_stock,600000,0.00999962468075365,alternative 1,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,"Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 500000-700000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Italy,ITA,2018,irregular_stock,533000,0.00890154872083993,PANEL PRIMARY,"Fondazione ISMU, XXIV Rapporto sulle migrazioni 2018",https://www.vita.it/rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irregolari/,"ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Italy,ITA,2019,irregular_stock,562000,0.00940915196736411,PANEL PRIMARY,"Fondazione ISMU, XXV Rapporto sulle migrazioni 2019",https://www.ismu.org/comunicato-stampa-xxv-rapporto-ismu/,"ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Italy,ITA,2020,irregular_stock,517000,0.00869801470422098,PANEL PRIMARY,"Fondazione ISMU, XXVI Rapporto sulle migrazioni 2020",https://www.cinformi.it/Comunicazione/Notizie/I-dati-del-Rapporto-ISMU-sulle-migrazioni-2020,"ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Italy,ITA,2021,irregular_stock,519000,0.00877679944554979,PANEL PRIMARY,"Fondazione ISMU, XXVII Rapporto sulle migrazioni 2021",https://www.ismu.org/xxvii-rapporto-sulle-migrazioni-2021-comunicato-stampa-11-2-2022/,"ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Italy,ITA,2022,irregular_stock,506000,0.00857428500418386,PANEL PRIMARY,"Fondazione ISMU, XXVII Rapporto sulle migrazioni 2021",https://www.ismu.org/xxvii-rapporto-sulle-migrazioni-2021-comunicato-stampa-11-2-2022/,"ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. 2022 fall reflects completion of the 2020 regularisation (sanatoria). NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Japan,JPN,2010,irregular_proxy_overstayers,91778,0.000716623721402358,PANEL PRIMARY,"Japan Immigration Services Agency (2015), Immigration Control in Recent Years, Table 21 (changes in the estimated number of foreign nationals overstaying)",https://www.moj.go.jp/isa/content/930003133.pdf,"Overstayers (不法残留者) as of 1 January 2010. PROVENANCE: taken from an independently compiled comparison dataset citing ISA Table 21. The 2015 value in that same table was re-read directly from this PDF and matched exactly (60,007), but Table 21 itself could not be re-extracted, so 2010 is not independently re-verified."
Japan,JPN,2011,irregular_proxy_overstayers,78488,0.000613988563203555,PANEL PRIMARY,"Global Detention Project, Japan Immigration Detention Profile (reproducing Ministry of Justice, 2011, p.34)",https://www.globaldetentionproject.org/countries/asia-pacific/japan,"overstayers (不法残留者) reported for 2011; the MOJ/ISA series is compiled as of 1 January. Source text: 'Immigration authorities estimate that in 2011 there were between 90,000 and 100,000 undocumented migrants in Japan, including 78,488 overstayers' (cited to MoJ, 2011, p.34). CAVEAT: the secondary source gives the year only and does not restate the 1 January reference date; the MOJ primary release for 1 January 2011 was no longer reachable (removed from moj.go.jp; nisshinkyo.org mirror returns 404 to the fetcher)."
Japan,JPN,2012,irregular_proxy_overstayers,67065,0.000525468349669746,PANEL PRIMARY,"Japan Immigration Services Agency (2015), Immigration Control in Recent Years, Table 21 (changes in the estimated number of foreign nationals overstaying)",https://www.moj.go.jp/isa/content/930003133.pdf,"Overstayers (不法残留者) as of 1 January 2012. PROVENANCE: taken from an independently compiled comparison dataset citing ISA Table 21; the 2015 value from the same table was re-read directly and matched exactly, but 2012 is not independently re-verified."
Japan,JPN,2013,irregular_proxy_overstayers,62009,0.000486554984503119,PANEL PRIMARY,"Japan Immigration Services Agency (2015), Immigration Control in Recent Years, Table 21 (changes in the estimated number of foreign nationals overstaying)",https://www.moj.go.jp/isa/content/930003133.pdf,"Overstayers (不法残留者) as of 1 January 2013. PROVENANCE: taken from an independently compiled comparison dataset citing ISA Table 21; the 2015 value from the same table was re-read directly and matched exactly, but 2013 is not independently re-verified."
Japan,JPN,2014,irregular_proxy_overstayers,59061,0.000464038781859895,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001459199.pdf,"As of 1 Jan 2014 (平成26年1月1日現在). RE-CONFIRMATION of a value already in the dataset. READ FROM A CHART: the labelled data point marked 過去最低 (all-time low) on 第1図 不法残留者数の推移 in the 令和7年 operations digest. Matches the already-confirmed 59,061."
Japan,JPN,2014,irregular_proxy_overstayers,59061,0.000464038781859895,alternative 1,"Ministry of Justice Immigration Bureau, Honpo ni okeru fuho zanryusha su ni tsuite (Heisei 26-nen 1-gatsu 1-nichi genzai), mirrored by Nisshinkyo",https://www.nisshinkyo.org/news/pdf/G-26-2.pdf,"overstayers (不法残留者) as of 1 January 2014. Source sentence read verbatim: '平成26年1月1日現在の本邦における不法残留者数は，5万9，061人'. CAVEAT: the PDF itself returned 404 to the fetcher, so the figure was read from the indexed document text; independently corroborated as the labelled series minimum (59,061) in the ISA chart 【第１図】不法残留者数の推移, https://www.moj.go.jp/isa/content/001415150.pdf"
Japan,JPN,2015,irregular_proxy_overstayers,60007,0.000471972062513273,PANEL PRIMARY,"Japan Immigration Services Agency (2015), Immigration Control in Recent Years",https://www.moj.go.jp/isa/content/930003133.pdf,"Overstayers (不法残留者) as of 1 January 2015. VERIFIED DIRECTLY from this PDF: 'the estimated number of foreign nationals who overstayed was 60,007 as of January 1, 2015, an increase of 946 (1.6%) from 59,061 at January 1, 2014.'"
Japan,JPN,2017,irregular_proxy_overstayers,65270,0.000514050341807643,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344148.pdf,"As of 1 Jan 2017 (平成29年1月1日現在). Read from 第1表 of the press release dated 31 Mar 2021 (本邦における不法残留者数について（令和3年1月1日現在）). Verified two ways within the table: 男 35,843 + 女 29,427 = 65,270; and the 11 nationality/region rows sum to 65,270. Landing page: https://www.moj.go.jp/isa/publications/press/13_00013.html"
Japan,JPN,2017,irregular_proxy_overstayers,65270,0.000514050341807643,alternative 1,"Immigration Services Agency of Japan, Honpo ni okeru fuho zanryusha su ni tsuite (Reiwa 3-nen 1-gatsu 1-nichi genzai), Table 1 (Dai-1-hyo)",https://www.moj.go.jp/isa/content/001344148.pdf,"overstayers (fuho zanryusha, 不法残留者) as of 1 January 2017. Administrative register count. Read from the year columns of 【第１表】国籍・地域別 性別 不法残留者数の推移 in the official ISA statistical annex to the 1 January 2021 press release, which tabulates 1 January 2017-2021."
Japan,JPN,2018,irregular_proxy_overstayers,66498,0.000524386685697613,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,"As of 1 Jan 2018 (平成30年1月1日現在（2018年）- the source PDF prints the Western year itself). Read from 第1表 of the press release dated 29 Mar 2022 (本邦における不法残留者数について（令和4年1月1日現在）). Corroborated by an independent PDF, 第1表 of the 2021 release (https://www.moj.go.jp/isa/content/001344148.pdf), which gives the same 66,498; also 男 37,052 + 女 29,446 = 66,498 and nationality rows sum to 66,498."
Japan,JPN,2018,irregular_proxy_overstayers,66498,0.000524386685697613,alternative 1,"Immigration Services Agency of Japan, Honpo ni okeru fuho zanryusha su ni tsuite (Reiwa 3-nen 1-gatsu 1-nichi genzai), Table 1 (Dai-1-hyo)",https://www.moj.go.jp/isa/content/001344148.pdf,"overstayers (fuho zanryusha, 不法残留者) as of 1 January 2018. Administrative register count. Read from the year columns of 【第１表】国籍・地域別 性別 不法残留者数の推移 in the official ISA statistical annex to the 1 January 2021 press release, which tabulates 1 January 2017-2021."
Japan,JPN,2019,irregular_proxy_overstayers,74167,0.000585684616174299,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,"As of 1 Jan 2019 (平成31年1月1日現在（2019年）- the source PDF prints the Western year itself). Read from 第1表 of the press release dated 29 Mar 2022. Corroborated by an independent PDF, 第1表 of the 2021 release (https://www.moj.go.jp/isa/content/001344148.pdf), same 74,167; also 男 42,632 + 女 31,535 = 74,167 and nationality rows sum to 74,167."
Japan,JPN,2019,irregular_proxy_overstayers,74167,0.000585684616174299,alternative 1,"Immigration Services Agency of Japan, Honpo ni okeru fuho zanryusha su ni tsuite (Reiwa 3-nen 1-gatsu 1-nichi genzai), Table 1 (Dai-1-hyo)",https://www.moj.go.jp/isa/content/001344148.pdf,"overstayers (fuho zanryusha, 不法残留者) as of 1 January 2019. Administrative register count. Read from the year columns of 【第１表】国籍・地域別 性別 不法残留者数の推移 in the official ISA statistical annex to the 1 January 2021 press release, which tabulates 1 January 2017-2021."
Japan,JPN,2020,irregular_proxy_overstayers,82892,0.000656513095888675,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,As of 1 Jan 2020 (令和2年1月1日現在（2020年）). RE-CONFIRMATION of a value already in the dataset. 第1表 of the 29 Mar 2022 release; identical figure in the 31 Mar 2021 release PDF.
Japan,JPN,2020,irregular_proxy_overstayers,82892,0.000656513095888675,alternative 1,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00013.html,Reference date 1 January 2020. Administrative register count of persons remaining beyond authorised period of stay (不法残留者). Prior-year comparison figure in the 1 January 2021 release.
Japan,JPN,2021,irregular_proxy_overstayers,82868,0.000659348740113439,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,"As of 1 Jan 2021 (令和3年1月1日現在（2021年）). RE-CONFIRMATION of a value already in the dataset. 第1表 of the 29 Mar 2022 release; identical figure in the 31 Mar 2021 release PDF, whose text also states a decrease of 24 persons (-0.03%) vs 1 Jan 2020, consistent with 82,892 - 24 = 82,868."
Japan,JPN,2021,irregular_proxy_overstayers,82868,0.000659348740113439,alternative 1,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00013.html,"Reference date 1 January 2021. Administrative register count of overstayers (不法残留者). Of whom 49,496 male and 33,372 female."
Japan,JPN,2022,irregular_proxy_overstayers,66759,0.000533538508442946,PANEL PRIMARY,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,"As of 1 Jan 2022 (令和4年1月1日現在（2022年）). RE-CONFIRMATION of a value already in the dataset. 第1表 of the 29 Mar 2022 release; the release text states a decrease of 16,109 (-19.4%) vs 1 Jan 2021, consistent with 82,868 - 16,109 = 66,759."
Japan,JPN,2022,irregular_proxy_overstayers,66759,0.000533538508442946,alternative 1,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00003.html,Reference date 1 January 2022. Administrative register count of overstayers (不法残留者); down 19.4% on 1 January 2021. Cross-checked against ISA table 001403958.pdf.
Korea (South),KOR,2010,irregular_proxy_overstayers,168515,0.00340062596621649,PANEL PRIMARY,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,"illegal residents (불법체류자), calendar-year figure as tabulated in the MOJ Korea Immigration Service statistical yearbook (통계연보); the yearbook series is compiled as of 31 December. Predominantly visa overstayers. Source line: '출처: 법무부 출입국·외국인 정책본부, 통계연보 자료'. Korean government portals (data.go.kr, index.go.kr, kosis) block the fetcher, so this secondary academic tabulation of the MOJ series was used."
Korea (South),KOR,2011,irregular_proxy_overstayers,167780,0.00335985774613021,PANEL PRIMARY,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,"illegal residents (불법체류자), calendar-year figure as tabulated in the MOJ Korea Immigration Service statistical yearbook (통계연보); the yearbook series is compiled as of 31 December. Predominantly visa overstayers. Source line: '출처: 법무부 출입국·외국인 정책본부, 통계연보 자료'. Korean government portals (data.go.kr, index.go.kr, kosis) block the fetcher, so this secondary academic tabulation of the MOJ series was used."
Korea (South),KOR,2012,irregular_proxy_overstayers,177854,0.00354291874121623,PANEL PRIMARY,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,"illegal residents (불법체류자), calendar-year figure as tabulated in the MOJ Korea Immigration Service statistical yearbook (통계연보); the yearbook series is compiled as of 31 December. Predominantly visa overstayers. Source line: '출처: 법무부 출입국·외국인 정책본부, 통계연보 자료'. Korean government portals (data.go.kr, index.go.kr, kosis) block the fetcher, so this secondary academic tabulation of the MOJ series was used."
Korea (South),KOR,2013,irregular_proxy_overstayers,183106,0.0036309740132507,PANEL PRIMARY,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,"illegal residents (불법체류자), calendar-year figure as tabulated in the MOJ Korea Immigration Service statistical yearbook (통계연보); the yearbook series is compiled as of 31 December. Predominantly visa overstayers. Source line: '출처: 법무부 출입국·외국인 정책본부, 통계연보 자료'. Korean government portals (data.go.kr, index.go.kr, kosis) block the fetcher, so this secondary academic tabulation of the MOJ series was used."
Korea (South),KOR,2014,irregular_proxy_overstayers,208778,0.00411412305980577,PANEL PRIMARY,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,"illegal residents (불법체류자), calendar-year figure as tabulated in the MOJ Korea Immigration Service statistical yearbook (통계연보); the yearbook series is compiled as of 31 December. Predominantly visa overstayers. Source line: '출처: 법무부 출입국·외국인 정책본부, 통계연보 자료'. Korean government portals (data.go.kr, index.go.kr, kosis) block the fetcher, so this secondary academic tabulation of the MOJ series was used."
Korea (South),KOR,2015,irregular_proxy_overstayers,212596,0.00416732766575255,PANEL PRIMARY,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf,"illegal residents (불법체류자) as of 31 AUGUST 2015, NOT year-end - the source column is labelled '2015. 8. 기준' and the table footer reads '2015. 8. 31. 기준'. Not strictly comparable with the 31 December figures for other years; use with care or drop."
Korea (South),KOR,2018,irregular_proxy_overstayers,355126,0.00688428032784222,PANEL PRIMARY,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,"Reference date 31 December 2018. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt)."
Korea (South),KOR,2020,irregular_proxy_overstayers,392196,0.00756605817794767,PANEL PRIMARY,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,"Reference date 31 December 2020. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt)."
Korea (South),KOR,2021,irregular_proxy_overstayers,388700,0.00750827624715762,PANEL PRIMARY,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,"Reference date 31 December 2021. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt). Value ends in '00' and may have been rounded by the secondary source."
Korea (South),KOR,2022,irregular_proxy_overstayers,411270,0.00795915527250058,PANEL PRIMARY,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,"Reference date 31 December 2022. Administrative register count of foreigners in illegal residence (불법체류자), predominantly overstayers. Figure taken from a secondary report citing the MOJ 2022 monthly statistics bulletin and 2021 statistical yearbook; the MOJ primary files were not directly reachable (robots.txt)."
Lithuania,LTU,2010,irregular_proxy_detections,1345,0.000434251708433394,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2011,irregular_proxy_detections,1895,0.000625801860233181,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2012,irregular_proxy_detections,2080,0.000695852551520689,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2013,irregular_proxy_detections,1910,0.000644997889404812,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2014,irregular_proxy_detections,2465,0.00083921950203132,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2015,irregular_proxy_detections,2040,0.000700763866966163,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2016,irregular_proxy_detections,1920,0.000667286455301365,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2017,irregular_proxy_detections,2210,0.000777446591002234,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2018,irregular_proxy_detections,2660,0.000943530079455165,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2019,irregular_proxy_detections,2440,0.000867991017004442,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2020,irregular_proxy_detections,1960,0.000697417314238806,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2021,irregular_proxy_detections,5025,0.00178928777444648,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Lithuania,LTU,2022,irregular_proxy_detections,3450,0.00121837564746071,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Mexico,MEX,2017,irregular_proxy_detections,93846,0.000760502079832913,PANEL PRIMARY,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,"ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' presented to the Mexican migration authority during calendar year 2017. One person may be recorded multiple times. Largely transit migrants heading to the United States. Administrative count."
Mexico,MEX,2018,irregular_proxy_detections,131445,0.00105515841941965,PANEL PRIMARY,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,"ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' presented to the Mexican migration authority during calendar year 2018. One person may be recorded multiple times. Largely transit migrants. Administrative count."
Mexico,MEX,2019,irregular_proxy_detections,182940,0.00145464108031408,PANEL PRIMARY,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,"ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2019. Largely transit migrants. Administrative count. Independently corroborated at 182,940 in Papeles de Poblacion 29(118), SciELO Mexico, citing UPM."
Mexico,MEX,2020,irregular_proxy_detections,82379,0.000649681503144337,PANEL PRIMARY,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,"ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2020 (COVID-19 year). Largely transit migrants. Administrative count. Independently corroborated at 82,379 in Papeles de Poblacion 29(118), SciELO Mexico."
Mexico,MEX,2021,irregular_proxy_detections,309692,0.00242613782379357,PANEL PRIMARY,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,"ENFORCEMENT/TRANSIT FLOW, not a stock. EVENTS, not persons: 'eventos de personas en situacion migratoria irregular' during calendar year 2021. Largely transit migrants. Administrative count. Independently corroborated at 309,692 in Papeles de Poblacion 29(118), SciELO Mexico, and in the IOM Mexico Q2-2023 bulletin."
